"año","rol_establecimiento","id_vu","nombre_establecimiento","razon_social","rut_razon_social","ciiu4","ciiu6","region","rubro_vu","cantidad_toneladas","tratamiento_nivel_3","tratamiento_nivel_1","capitulo_ler","subcapitulo_ler","nombre_ler","nombre_establecimiento_trazabilidad","razon_social_trazabilidad","comuna_trazabilidad","id_comuna_trazabilidad","region_trazabilidad","rut","entrada_salida","capitulo ler","rut_razon_social_trazabilidad","tratamiento_nivel_2","categoria_residuo","rubro_vu_limpio"
2019,"Generador Industrial",5453355,"PLANTA DE TRATAMIENTO POCILLAS","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Metropolitana de Santiago","Producción agropecuaria",42858,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",9898,"PLANTA TISSUE TALAGANTE","CMPC TISSUE S A","96529310-8","Fabricación de otros artículos de papel y cartón","Fabricación de otros artículos de papel y cartón","Metropolitana de Santiago","Industria del papel y celulosa",42506.58,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Lodos de destintado procedentes del reciclado de papel","SOCIEDAD COMERCIAL GREEN WORLD LIMITADA","SOCIEDAD COMERCIAL GREEN WORLD LIMITADA","Rancagua",6101,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",64566,"MINA 0","MINERA ESCONDIDA LIMITADA","79587210-8","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Antofagasta","Minería",42332,"Preparación para reutilización","Valorización","Residuos de la construcción y demolición","Metales (incluidas sus aleaciones)","Metales mezclados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Minería"
2019,"Generador Industrial",5453365,"PLANTA TRATAMIENTO LA MANGA","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Metropolitana de Santiago","Producción agropecuaria",41076,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",2327530,"PRODUCTORA ALYSA SPA","PRODUCTORA ALYSA SPA","76667160-8","Elaboración de otros productos alimenticios n.c.p.","Elaboración de otros productos alimenticios n.c.p.","Valparaíso","Industria manufacturera",40000,"Recepción de Lodos en PTAS","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas","Residuos no especificados en otra categoría","PLANTA DE TRATAMIENTO DE AS MOLINO","ESVAL S.A.","Quillota",5501,"Valparaíso",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5477550,"MALL PASEO VALDIVIA","INMOBILIARIA POWER CENTER LIMITADA","76409851-K","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Los Ríos","Actividades inmobiliarias",37743,"Aplicación al Suelo","Valorización","Residuos de la construcción y demolición","Tierra (incluida la excavada de zonas contaminadas), piedras y lodos de drenaje","Tierra y piedras distintas de las especificadas en el código 17 05 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5453362,"PLANTA TRATAMIENTO MAITENLAHUE","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Valparaíso","Producción agropecuaria",37422,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5479752,"Edificio Vicuña Mackenna 1432","ARRENDAMIENTOS VICUNA MACKENNA MIL CUATROCIENTOS VEINTIOCHO SPA","76769111-4","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",37290.85,"Aplicación al Suelo","Valorización","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5453364,"PLANTA TRATAMIENTO TANTEHUE","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Metropolitana de Santiago","Producción agropecuaria",37152,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5453368,"PLANTA TRATAMIENTO LA ESTRELLA","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Libertador Gral. Bernardo O'Higgins","Producción agropecuaria",35659,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",85017,"NUEVA ALDEA","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Ñuble","Industria del papel y celulosa",33163,"Residuos Voluminosos","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos de corteza y madera","PLANTA BULNES 1","VERDE CORP SPA","Bulnes",16102,"Ñuble",NA,NA,NA,NA,NA,"Madera","Industria y Manufactura"
2019,"Generador Industrial",85823,"CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2","AES ANDES S A","94272000-9","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Valparaíso","Termoeléctricas",33071.15,"Depósito de Cenizas","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","DEPÓSITO DE RISES DE COMBUSTIÓN DEL COMPLEJO TERMOELÉCTRICO VENTANAS DEPÓSITO EL PANGUE","AES ANDES S A","Puchuncaví",5105,"Valparaíso",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",4587261,"GRANJA LAS PALMAS","SOPRAVAL SPA","82366700-0","Cría de aves de corral","Cría de aves de corral para la producción de carne","Valparaíso","Producción agropecuaria",32566.22,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5452292,"CENTRAL TERMOELÉCTRICA ANGAMOS","EMPRESA ELECTRICA ANGAMOS SPA","76004976-K","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Antofagasta","Termoeléctricas",32303.48,"Depósito de Cenizas","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)","DEPÓSITO DE CENIZAS ANGAMOS","EMPRESA ELECTRICA ANGAMOS SPA","Mejillones",2102,"Antofagasta",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",245136,"MOLYMETNOS","MOLYMETNOS S.A.","76107905-0","Extracción de otros minerales metalíferos no ferrosos, excepto cobre","Extracción de otros minerales metalíferos no ferrosos n.c.p. (excepto zinc, plomo y manganeso)","Metropolitana de Santiago","Minería",31583.14,"Monorelleno","Eliminación","Residuos de procesos térmicos","Residuos de la industria del hierro y del acero","Residuos del tratamiento de escorias","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Minería"
2019,"Generador Industrial",5467545,"DIFEZA | LA PINTANA","COMERCIAL PRAXEDES DEL ROSARIO PIZARRO LANDERO SPA","52000616-8","Recuperación de materiales","Recuperación y reciclamiento de desperdicios y desechos metálicos","Metropolitana de Santiago","Gestores de residuos",31330.2,"Reciclaje de metales","Valorización","Residuos no especificados en otro capítulo de la lista","Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)","Metales ferrosos","PLANTA COLINA","ACEROS AZA S.A.","Colina",13301,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Gestión Ambiental y Residuos"
2019,"Generador Industrial",5452863,"SISTEMA DE TRATAMIENTO SECUNDARIO DE RILES, PLANTA PUENTE ALTO DE PAPELES CORDILLERA S.A.","PAPELES CORDILLERA SPA","96853150-6","Fabricación de pasta de madera, papel y cartón","Fabricación de papel y cartón para su posterior uso industrial n.c.p.","Metropolitana de Santiago","Industria del papel y celulosa",30695.95,"Relleno sanitario","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Lodos del tratamiento in situ de efluentes, distintos de los especificados en el código 03 03 10","RELLENO SANITARIO SANTIAGO PONIENTE","VEOLIA SU CHILE S.A.","Maipú",13119,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5452085,"COMPLEJO TERMOELECTRICO SANTA MARIA","COLBUN S A","96505760-9","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Biobío","Termoeléctricas",30396,"Co-procesamiento","Valorización","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","PLANTA CEMENTO TALCAHUANO","BIO BIO CEMENTOS S.A.","Talcahuano",8110,"Biobío",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",633,"COMPAÑÍA SIDERÚRGICA HUACHIPATO","CIA SIDERURGICA HUACHIPATO S.A.","94637000-2","Industrias básicas de hierro y acero","Industrias básicas de hierro y acero","Biobío","Industria manufacturera",30143,"Área de Disposición Controlada","Eliminación","Residuos de procesos térmicos","Residuos de la industria del hierro y del acero","Residuos no especificados en otra categoría","COMPAÑÍA SIDERÚRGICA HUACHIPATO","CIA SIDERURGICA HUACHIPATO S.A.","Talcahuano",8110,"Biobío",NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",5466067,"DATALUNA 2100","WORLEY INGENIERIA Y CONSTRUCCION CHILE S.A.","96588850-0","Otras actividades de telecomunicaciones","Otras actividades de telecomunicaciones n.c.p.","Metropolitana de Santiago","Telecomunicaciones",30059,"Relleno sanitario","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Ciencia, Tecnología y Comunicaciones"
2019,"Generador Industrial",2397,"PLANTA ARAUCO","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Biobío","Industria del papel y celulosa",29241.83,"Vertedero","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Lodos de lejías verdes (procedentes de la recuperación de lejías de cocción)","PLANTA ARAUCO","CELULOSA ARAUCO Y CONSTITUCION S A","Arauco",8202,"Biobío",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5478185,"JOSÉ PEDRO ALESSANDRI","SINERGIA INMOBILIARIA S.A.","96787990-8","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",28991.5,"Preparación para reutilización","Valorización","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",11626,"CERVECERA CCU CHILE LTDA. (2)","CERVECERA CCU CHILE LIMITADA","96989120-4","Elaboración de bebidas malteadas y de malta","Elaboración de bebidas malteadas y de malta","Metropolitana de Santiago","Industria manufacturera",28420.82,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos de tejidos de vegetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Textiles","Industria y Manufactura"
